FECHA;Meteo_Madrid.Vel viento (m/s);Meteo_Madrid.Temperatura (ºC);Meteo_Madrid.Presión barométrica (mb);Meteo_Madrid.Precipitación (l/m2);M30.UsuariosCalle30 (veh);M30.vehxKmTotales;M30.vehxKmRamales;SO2 (µg/m 3);CO (mg/m3);NO (µg/m3);NO2 (µg/m 3);NOx (µg/m3);PM2.5 (µg/m3);PM10 (µg/m3);O3 (µg/m 3);TOL (µg/m3);BEN (µg/m3);EBE (µg/m3);TCH (mg/m3);CH4 (mg/m3);NMHC (mg/m3)
22/06/2018;4;26,35;942,9;0;1472911;9086395;2360744;4;0,3;5;42;50;11;26;81;1,6;0,2;0,2;1,4;1,34;0,06
23/06/2018;4;27,75;941,9;0;1007121;6514969;1653312;4;0,2;2;21;26;13;27;93;0,8;0,2;0,1;1,33;1,26;0,06
24/06/2018;4;28,6;940,9;0;971285;5950971;1520515;4;0,2;2;22;26;18;42;89;0,6;0,2;0,15;1,35;1,3;0,055
25/06/2018;4,4;28,7;940,2;0;1447836;8656694;2266857;4;0,2;4;35;42;20;48;89;1,4;0,25;0,2;1,365;1,305;0,05
26/06/2018;3,5;27,7;940,9;0;1479584;8917224;2334227;4;0,2;4;33;40;22;51;79,5;2,4;0,2;0,2;1,435;1,385;0,05
27/06/2018;4,4;26,8;941,1;0;1513443;9011895;2365917;4;0,2;6;33;42;16;32,5;69,5;1,9;0,2;0,2;1,47;1,4;0,07
28/06/2018;4;25,35;938;0;1543069;9314731;2397073;4,5;0,2;5;31,5;39;13;23,5;70,5;1,35;0,2;0,2;1,31;1,24;0,06
29/06/2018;5,6;25,5;934,9;0,1;1492717;9138904;2366153;4,5;0,2;3;26;30;13;27,5;76,5;1,05;0,2;0,2;1,32;1,28;0,04
30/06/2018;4,3;24,25;935,2;0,35;1059817;6410495;1637464;4,5;0,2;2;16;20;11;20;75;0,55;0,15;0,1;1,3;1,24;0,04
01/07/2018;4,7;22,9;938,2;0;963611;5836766;1493521;4;0,2;1;10;12,5;6;12;71;0,3;0,1;0,1;1,27;1,2;0,04
02/07/2018;4,7;21,5;941,8;0;1447964;8686794;2272908;4,5;0,2;3,5;21;27;8;17;80,5;0,6;0,2;0,1;1,35;1,27;0,04
03/07/2018;3,5;22,9;943,2;0;1476373;8805830;2298491;5;0,2;7,5;33;44;9;16,5;72;1,35;0,2;0,2;1,47;1,41;0,07
04/07/2018;5,3;22,05;941,9;0;1465204;8837940;2306598;5;0,2;8;36,5;49,5;9;21;60,5;1,55;0,2;0,2;1,44;1,36;0,08
05/07/2018;3,6;22,55;945,6;0;1486813;8927242;2313266;4,5;0,2;4;26;33,5;8;15,5;86,5;1,2;0,2;0,15;1,37;1,3;0,06
06/07/2018;4,4;24,55;945,2;0;1428698;8702364;2223930;5;0,2;3;27;33,5;9;18;82,5;1,05;0,2;0,2;1,33;1,26;0,06
07/07/2018;3,6;26,6;943,3;0;962479;5841466;1487202;5,5;0,2;2;28;32,5;13;23;79;1,05;0,2;0,15;1,35;1,29;0,06
08/07/2018;5,3;27,55;943,3;0;902249;5490446;1402529;6;0,2;1,5;16;18,5;12;22,5;86,5;0,45;0,1;0,1;1,3;1,26;0,04
09/07/2018;5,3;27,55;943,6;0;1490843;8441691;2239113;6;0,2;4;26,5;32;12;20;87;0,95;0,2;0,1;1,29;1,24;0,05
10/07/2018;5,6;27,8;942,1;0;1347154;8409737;2188891;5;0,2;2;20,5;25;15;21,5;107;0,95;0,2;0,1;1,29;1,24;0,04
11/07/2018;4,9;26,5;939,4;0;1347183;8519636;2192642;5;0,2;3;26;30,5;13;25,5;94;1,2;0,2;0,2;1,32;1,26;0,06
12/07/2018;4,7;25,9;939,9;0;1392105;8502657;2161221;5,5;0,2;3;30,5;35,5;14;21,5;98,5;1,1;0,2;0,2;1,34;1,27;0,06
13/07/2018;5,1;27,1;940,8;0;1360396;8428862;2126635;5,5;0,2;3;28;33;17;33;88,5;0,8;0,2;0,1;1,32;1,27;0,05
14/07/2018;4,2;26,15;942;0;924102;5707502;1421080;5,5;0,2;2;23,5;26;14;28;84,5;1;0,2;0,1;1,47;1,37;0,06
15/07/2018;5,7;22,75;942,5;0;848884;5321947;1331536;5;0,2;2;14,5;17;10;22;77;0,5;0,15;0,1;1,43;1,34;0,05
16/07/2018;4,6;23,15;944,2;0;1327521;8270702;2088410;5;0,2;3;22;26;9;17,5;89,5;0,6;0,2;0,1;1,3;1,23;0,04
17/07/2018;4,4;26,05;942,8;0;1368784;8307315;2098841;5,5;0,25;4;28,5;36;10;18;83;0,95;0,2;0,2;1,32;1,25;0,06
18/07/2018;4,4;26,55;939,9;0;1325906;8306217;2092733;5,5;0,2;4;29,5;36,5;13;30,5;83,5;1,25;0,2;0,2;1,34;1,26;0,06
19/07/2018;4,7;24,9;940,9;0;1336349;8494411;2126654;5,5;0,25;9,5;41,5;54;14;26;69;2;0,3;0,25;1,4;1,29;0,09
20/07/2018;5,7;24,05;940,2;0;1271469;7982271;2035400;6;0,2;7;33;44,5;14;25,5;72;1,5;0,2;0,2;1,39;1,29;0,07
21/07/2018;5,3;23,85;941,1;0;848528;5218844;1307617;5,5;0,2;1;11;13,5;7;12;81,5;0,4;0,1;0,1;1,28;1,24;0,04
22/07/2018;4,4;24,7;940,5;0;776533;4915008;1226071;5;0,2;2;18;21;10;16;88;0,5;0,1;0,1;1,32;1,25;0,04
23/07/2018;4;27,2;941,2;0;1219553;7722641;1986839;5;0,2;4;30;35;12;23;77;1,1;0,2;0,2;1,34;1,26;0,05
24/07/2018;4,6;25,65;940;0;1267084;8008441;2025003;5,5;0,25;6;28,5;39;11;22;78,5;1,05;0,25;0,2;1,48;1,35;0,06
25/07/2018;3,6;25,6;940,2;0;1291061;8196730;2047812;6;0,3;9,5;38,5;51;12;25,5;73;2,2;0,3;0,25;1,44;1,31;0,09
26/07/2018;4;25,7;939,2;0;1310887;8132275;2109598;6;0,3;11,5;44,5;63;16;32;68;3,3;0,3;0,3;1,46;1,34;0,12
27/07/2018;5,1;25,7;938,8;0;1248853;7874236;2029866;6;0,3;11;38,5;55,5;14;27;72,5;1,8;0,2;0,3;1,43;1,32;0,1
28/07/2018;4,9;25;939,9;0;816210;5184800;1269749;5,5;0,2;3;22,5;27,5;9;18;81,5;0,7;0,15;0,15;1,49;1,36;0,06
29/07/2018;3,6;25,4;940,9;0;749920;5024918;1199718;5,5;0,2;2;13,5;16;9;16,5;79;0,45;0,1;0,1;1,41;1,31;0,05
30/07/2018;3,2;25,45;942,2;0;1127847;6932422;1919972;5,5;0,3;7,5;38,5;52;10;20;63,5;1,5;0,25;0,2;1,44;1,3;0,08
31/07/2018;3,1;26,4;941,7;0;1092504;6884039;1924437;6;0,3;10;44,5;62,5;10;21;63;2,65;0,3;0,4;1,46;1,31;0,1
01/08/2018;3,1;28,05;941,5;0;1210339;7518640;1928725;6;0,4;6;49,5;60;15;29,5;81,5;2,9;0,25;0,3;1,45;1,33;0,12
02/08/2018;3,6;30,65;942,6;0;1200038;7518494;1941848;7;0,4;9;54;65,5;17;37;76;2,8;0,3;0,4;1,44;1,34;0,11
03/08/2018;4,3;31,9;942,2;0;1110561;7122040;1824238;5;0,2;4;34;41;25;59;82;2,05;0,2;0,2;1,37;1,31;0,06
04/08/2018;5;29,9;943;0;704736;4559853;1158463;4,5;0,2;2;18;20;17;48;86;0,75;0,1;0,15;1,35;1,26;0,06
05/08/2018;4,4;30,4;941,8;0;649350;4197102;1078458;4,5;0,2;2;15;18;16;33,5;105;0,55;0,1;0,1;1,37;1,3;0,05
06/08/2018;5,6;29,3;940,5;0;1039915;6585620;1713847;4,5;0,2;4;37;43;23;62;76;1,9;0,2;0,2;1,41;1,31;0,07
07/08/2018;5,6;29,95;937,3;0;1058306;6568652;1716788;4;0,2;4;31;38;24;71,5;74;1,45;0,2;0,2;1,4;1,3;0,06
08/08/2018;6,5;26,9;937,6;0;1035366;6590544;1692412;5,5;0,25;4;28;35;15;42;74;1,3;0,2;0,15;1,37;1,27;0,06
09/08/2018;5,7;24,85;940,6;0;1120655;6628598;1703984;4,5;0,2;3;20;25;10;22;80,5;1,15;0,1;0,15;1,36;1,28;0,05
10/08/2018;6,5;24,65;946,4;0;1077085;6495162;1667268;4,5;0,2;2;16;20;10;23,5;74,5;0,65;0,1;0,1;1,31;1,26;0,04
11/08/2018;4;27,9;945,7;0,05;666544;4207584;1096552;4,5;0,2;3;19,5;25;16;31;73;0,95;0,2;0,15;1,33;1,295;0,035
12/08/2018;5,3;28,75;941,1;0;638058;3906998;1016935;4,5;0,25;3;20;24;17;35,5;75,5;1,05;0,2;0,2;1,4;1,3;0,06
13/08/2018;4,2;26,5;939,2;0;983422;5957014;1551048;4,5;0,25;4;27;33;12;23,5;63,5;1,15;0,2;0,2;1,4;1,28;0,07
14/08/2018;4,2;26,05;942,6;0;972616;6053927;1577746;4,5;0,2;2;17;20,5;8;16;74,5;0,7;0,1;0,1;1,3;1,23;0,06
15/08/2018;4,6;26,55;942,2;0;655769;4058251;1036064;4,5;0,2;2,5;17,5;20;8;16;74,5;0,85;0,15;0,1;1,31;1,24;0,05
16/08/2018;3,8;26,85;940,6;0;940953;6022191;1549448;4,5;0,25;3;23,5;28;14;28;70,5;1,05;0,2;0,15;1,35;1,26;0,05
17/08/2018;6;25,4;942,5;0;926533;5874868;1511745;4,5;0,2;2;18;21;11;18,5;83;0,75;0,1;0,15;1,32;1,25;0,05
18/08/2018;6;23,85;944,5;0;612664;3965680;1016906;4,5;0,2;1;9;11;7;11,5;70,5;0,25;0,1;0,1;1,29;1,21;0,04
19/08/2018;3,9;25,55;945,6;0;613906;3943142;1018863;4,5;0,2;2;19;22,5;8;15;77,5;0,4;0,15;0,1;1,31;1,24;0,05
20/08/2018;3,6;25,85;944,7;0;1023903;6344698;1585721;5,5;0,25;3,5;28;33;12;18;77,5;1,1;0,2;0,2;1,36;1,25;0,06
21/08/2018;3,6;26,4;942,4;0;990930;6342706;1585499;5;0,25;5;36;43;11;20;76;1,15;0,2;0,2;1,39;1,3;0,08
22/08/2018;4,9;26,75;942,5;0;1028267;6477457;1670214;4;0,25;3,5;32;36,5;12;23;82,5;1,25;0,2;0,2;1,37;1,3;0,07
23/08/2018;4,3;26,45;943,3;0;1029783;6540430;1665667;5;0,3;5;41,5;52;16;23,5;76;1,6;0,2;0,2;1,41;1,29;0,1
24/08/2018;4,6;26,3;943,5;0;1038286;6431389;1656569;5,5;0,3;3,5;28,5;34,5;14;21;79,5;1;0,2;0,2;1,35;1,24;0,07
25/08/2018;4,3;24,95;941,4;0;683287;4372272;1130746;5;0,25;2;16,5;19,5;10;16;79;0,5;0,15;0,1;1,33;1,25;0,06
26/08/2018;3,9;24,1;941,5;0;663375;4289633;1093075;4,5;0,3;4;20,5;24,5;11;18;75,5;0,6;0,2;0,1;1,34;1,26;0,05
27/08/2018;3,6;26,2;941,5;0;1098597;7083648;1798198;5,5;0,4;8,5;49;62;14;24;65;1,75;0,3;0,3;1,44;1,31;0,11
28/08/2018;5,4;26,95;940,8;0;1135470;7293360;1847152;5,5;0,35;7;39;48,5;19;38,5;63;2,05;0,3;0,25;1,43;1,32;0,1
29/08/2018;3,9;25,4;942,4;0;1180080;7495358;1907466;5;0,3;11;44;60;17;31,5;69;2;0,25;0,3;1,46;1,32;0,11
30/08/2018;4,4;25,95;944,2;0;1199538;7608446;1911485;4,5;0,3;5;32,5;41;14;28,5;76;1,25;0,2;0,2;1,34;1,28;0,06
31/08/2018;5;26,9;943;0;1232626;7848934;1986850;5;0,3;4;28;34;16;28;77,5;1,2;0,2;0,25;1,41;1,325;0,085
01/09/2018;4,4;26,85;942,9;0;890140;5598020;1420462;5;0,3;6;29,5;38;12;23;75,5;0,75;0,2;0,15;1,35;1,24;0,09
02/09/2018;4,7;28,1;940,8;0;850557;5327120;1353540;4,5;0,25;3;23;29,5;16;35;70,5;0,75;0,2;0,15;1,37;1,29;0,07
03/09/2018;4;26,55;937,5;0,1;1304390;8323314;2103345;5,5;0,3;6;31,5;42;18;45;70,5;0,95;0,2;0,15;1,36;1,26;0,07
04/09/2018;3,1;23,75;938,2;0;1340846;8227753;2152285;5;0,35;6;36;47;22;51;70;1,4;0,25;0,2;1,39;1,29;0,08
05/09/2018;4,4;22,8;940,2;0;1382768;8688776;2269820;5;0,3;5,5;27;37;16;39;67,5;1;0,15;0,15;1,45;1,33;0,06
06/09/2018;4,2;21,85;941;0;1406616;8750598;2278458;5;0,3;6,5;33,5;41;13;26;69,5;1,1;0,2;0,2;1,51;1,43;0,07
07/09/2018;5,6;22,65;941,9;0,35;1402377;8803419;2276676;4,5;0,25;3;21;25;11;20;80;0,8;0,15;0,1;1,32;1,26;0,06
08/09/2018;4,4;20;944,2;1,35;960603;5871886;1513734;5;0,3;3,5;27,5;34;11;17;56,5;1,1;0,2;0,1;1,34;1,26;0,06
09/09/2018;3,6;21,05;946,9;0;913541;5708903;1482747;5,5;0,25;6,5;36;46,5;10;16,5;51;1,1;0,2;0,2;1,38;1,28;0,09
10/09/2018;4,2;22,2;948,6;0;1409328;8714962;2264075;5,5;0,25;4;24,5;30;8;13;65;0,9;0,1;0,1;1,32;1,24;0,05
11/09/2018;3,8;22,25;949,4;0;1427433;8763030;2298306;5,5;0,25;8;32;45;10;16,5;57,5;1,15;0,2;0,15;1,38;1,3;0,06
12/09/2018;3,6;22,9;948,2;0,1;1464831;8985747;2331248;5,5;0,4;9;46;58;11;21;66,5;1,6;0,2;0,2;1,35;1,24;0,09
13/09/2018;3,1;24,2;945,4;0;1473996;9033039;2364258;5,5;0,4;10,5;55,5;71;15;23;63;2,3;0,3;0,25;1,44;1,29;0,12
14/09/2018;3,8;25;944;0;1449951;8903933;2320350;5,5;0,35;7;44,5;56;12;23;67;1,7;0,2;0,2;1,39;1,26;0,11
15/09/2018;5,3;24,65;945,2;0;1019971;6425636;1643797;5,5;0,25;2;23;26;11;23;70,5;0,9;0,15;0,1;1,35;1,26;0,06
16/09/2018;2,5;23,55;946,7;0;952406;6021012;1542657;5;0,3;6;32;40,5;8;17;62;1;0,2;0,2;1,4;1,31;0,07
17/09/2018;4;24,7;943,8;0;1421084;8748262;2279200;5,5;0,25;6;38;48,5;10;26;53;2,15;0,2;0,2;1,475;1,385;0,09
18/09/2018;3,9;23,2;943,4;0;1539172;9554325;2479327;5;0,35;7;43,5;57;12;25;51;2,15;0,2;0,25;1,33;1,22;0,11
19/09/2018;2,4;23,3;946,7;0;1247638;7833378;2042033;6;0,35;13;53;73;14;24;48,5;2,4;0,25;0,4;1,44;1,29;0,15
20/09/2018;2,8;24,4;945,9;0;1469878;9101543;2398287;6;0,35;9;55;66;15;26;52;2,7;0,45;0,6;1,42;1,29;0,14
21/09/2018;3,8;24,3;945,1;0;1483905;9092012;2367974;6;0,35;11;51;68;14;25;59,5;3,8;0,4;0,4;1,41;1,27;0,11
22/09/2018;3,3;24,95;948;0;1059381;6710839;1734328;6;0,3;6;43;54;13;24;70,5;2,8;0,4;0,4;1,43;1,34;0,1
23/09/2018;3,9;25,4;948,5;0;972231;6184779;1581978;6;0,25;3;31;36;10;19;75;1,9;0,25;0,2;1,42;1,32;0,09
24/09/2018;5,1;25,95;947,8;0;1389571;8606006;2250554;6;0,25;4;23;28;7;15;52,5;1,25;0,3;0,15;1,33;1,28;0,05
25/09/2018;3,9;23,2;947,5;0;1348891;8339705;2198159;6;0,35;7;35;46,5;8;19;56,5;2,6;0,4;0,4;1,36;1,26;0,09
26/09/2018;3,8;23,45;952,1;0;1384809;8503987;2248635;5,5;0,25;3;19,5;24,5;9;19,5;63;1,3;0,25;0,2;1,35;1,28;0,03
27/09/2018;2,5;21,1;953,5;0;1451830;9019235;2364202;6;0,35;16;49;68,5;11;25;58;3,15;0,65;0,5;1,43;1,28;0,08
28/09/2018;3,1;21,15;947,3;0;1509498;9109697;2365462;6,5;0,4;19;57;88;12;25;46,5;3,75;0,6;0,6;1,57;1,43;0,13
29/09/2018;2,5;21,05;943,9;0;1102464;6897661;1778457;6,5;0,4;9;51;69;12;22,5;57;3,05;0,5;0,45;1,49;1,36;0,13
30/09/2018;3,3;21,45;943,8;0;1005406;6309351;1636094;6,5;0,3;5,5;38,5;47,5;12;25;59;2,25;0,45;0,3;1,46;1,34;0,1
01/10/2018;5;20,05;946,3;0;1429707;8769169;2291303;5,5;0,2;2,5;20,5;23,5;7;13;70,5;1,2;0,3;0,15;1,34;1,21;0,07
02/10/2018;4,4;16,7;949,2;0;1457788;8875386;2314940;6,5;0,3;12;38;54;6;13;49;2,3;0,5;0,25;1,36;1,22;0,11
03/10/2018;3,6;18,4;949,5;0;1496690;9114148;2400781;7;0,4;25;51;90,5;7;19,5;43;4,2;0,6;0,55;1,48;1,32;0,12
04/10/2018;3,1;19,1;946,2;0;1477593;9182427;2395957;7;0,4;28;60;103;8,5;21;37;4,9;0,7;0,65;1,53;1,37;0,12
05/10/2018;2,6;19,55;944,2;0;1493495;9063272;2358574;7;0,5;27;68;112;13,5;30;38;5,5;0,75;0,75;1,5;1,34;0,15
06/10/2018;5,4;19,1;943,1;0;1109670;6949828;1769565;7;0,4;20,5;55;84,5;13;30;49;3,35;0,55;0,55;1,5;1,35;0,15
07/10/2018;5,8;15,45;944,7;0;749953;4730571;1190972;6;0,2;2;11;14;3,5;10,5;68;0,3;0,2;0,1;1,33;1,21;0,05
08/10/2018;3,8;12,8;945,4;0;1430051;8901940;2303862;6,5;0,3;10,5;31;48;4,5;9,5;44,5;1,15;0,35;0,2;1,37;1,25;0,07
09/10/2018;5,6;14,1;941,2;5,05;1436985;8934006;2316418;7,5;0,25;6;29;36;5;12;47;1,05;0,3;0,2;1,36;1,26;0,06
10/10/2018;3,1;15,2;937,4;3,1;1443895;8986939;2356632;7;0,3;18;45,5;71;8,5;17;36,5;2;0,5;0,4;1,39;1,31;0,08
11/10/2018;3,8;17,05;940,9;3,1;1501830;9087504;2388010;7;0,35;14;41;64;12,5;24;19;2,55;0,35;0,4;1,46;1,36;0,06
12/10/2018;2,8;18,55;948,4;0,35;879206;5532808;1410249;7;0,3;10;29;43,5;7,5;12,5;29,5;1,6;0,3;0,25;1,49;1,37;0,06
13/10/2018;2,2;19,5;944,9;0;932970;5521698;1444502;7;0,5;26,5;43,5;81,5;13;19,5;22,5;3,85;0,7;0,45;1,45;1,29;0,16
14/10/2018;5,8;15,35;935,8;1,8;905429;5397369;1412564;7;0,2;2,5;14,5;18;6;9;53;0,6;0,2;0,15;1,34;1,28;0,04
15/10/2018;3,9;12;939,5;0,1;1440651;8632495;2276455;7;0,3;10,5;34;49,5;6;12;39;1,4;0,3;0,2;1,42;1,28;0,05
16/10/2018;2,8;15,15;943,5;0;1497585;8916067;2341258;7,5;0,4;23,5;45;81,5;10;17,5;28;3,4;0,7;0,45;1,4;1,29;0,11
17/10/2018;3,2;15,55;944;0;1474253;8922439;2346586;7,5;0,35;17;49;73;9,5;17,5;30;2,3;0,3;0,3;1,44;1,32;0,1
18/10/2018;4,9;16,55;939;4,4;1501122;9011392;2352534;8,5;0,35;7,5;38,5;49;9,5;16;36;1,6;0,5;0,3;1,41;1,31;0,1
19/10/2018;6;15;941,4;8;1451505;8666555;2248402;7,5;0,25;4;25;31;6;8;40;1,2;0,3;0,25;1,32;1,27;0,05
20/10/2018;4,7;16,95;946,8;3,5;1139094;6821259;1752904;7;0,25;2;21;23,5;6,5;11;44;0,85;0,2;0,2;1,32;1,28;0,04
21/10/2018;3,6;17,4;948,5;1,4;1011576;6077848;1562226;7,5;0,3;7,5;25;37;11;21;39;1,05;0,3;0,25;1,32;1,28;0,05
22/10/2018;4,6;16,55;948,9;0;1448917;8647045;2255042;8,5;0,45;29,5;45;92,5;14;26;28,5;2,9;0,4;0,6;1,4;1,31;0,1
23/10/2018;3,8;16,55;952,5;0;1480926;8924678;2354049;9;0,45;26;51;91,5;14;28,5;42;3,1;0,6;0,6;1,41;1,29;0,13
24/10/2018;2,6;15,9;951,7;0;1437246;8931156;2321243;9;0,7;57,5;72;160;19;38;18,5;8,65;1,05;1,2;1,51;1,35;0,16
25/10/2018;3,1;15,65;947,2;0;1507351;9073712;2361089;9;0,55;47,5;73;148,5;17;34;19;6,3;0,75;0,9;1,51;1,36;0,15
26/10/2018;2,4;12,4;943;1,15;1461764;9008354;2335790;8,5;0,55;47,5;75,5;151;18,5;30,5;9,5;5,8;0,7;0,9;1,53;1,39;0,14
27/10/2018;5,8;8,7;935,6;1,65;1093859;6750364;1745887;7,5;0,3;7,5;33,5;44;10,5;14;30,5;1,4;0,35;0,3;1,56;1,45;0,07
28/10/2018;5,8;6;932,8;0;1001223;6193267;1588252;8;0,2;3;23;26;4;5,5;54;0,7;0,2;0,1;1,34;1,21;0,07
29/10/2018;6,2;6,55;934,9;0;1434341;8848829;2338506;6;0,2;5,5;26;32,5;4;9;53;0,9;0,25;0,2;1,34;1,2;0,07
30/10/2018;4;7;931,7;11,8;1437401;8655944;2319802;8;0,25;8;34;45;5;10;36,5;1,2;0,3;0,2;1,39;1,28;0,07
31/10/2018;4,4;8,7;932,2;3,75;1348424;8287728;2140014;8;0,3;14;37,5;59,5;6,5;10;33;1,2;0,3;0,2;1,35;1,23;0,07
01/11/2018;2,6;8,9;944,1;0;924954;5713263;1477066;9;0,4;26;40;81,5;10;16;25,5;2;0,5;0,35;1,67;1,56;0,11
02/11/2018;5,4;13,75;949,1;0;1268032;7663870;1944517;8;0,3;6;32;39;6;10;38;1,55;0,2;0,25;1,4;1,29;0,07
03/11/2018;2,8;9,7;949,4;0;868431;5277744;1341944;9;0,5;37,5;54;113;10;16;26;3,3;0,7;0,5;1,51;1,34;0,12
04/11/2018;3,9;8,85;942,2;0;894338;5599842;1424071;9,5;0,4;23,5;41,5;76,5;13,5;18;25;2,15;0,5;0,3;1,67;1,51;0,1
05/11/2018;5,3;7,9;933,4;18,6;1400273;8357186;2208886;7,5;0,25;5,5;30;39;6,5;8;43,5;0,8;0,25;0,15;1,36;1,25;0,06
06/11/2018;6,4;8,55;941,7;0;1420174;8612737;2263214;7;0,2;6;28;37;5;11;48,5;0,9;0,2;0,2;1,37;1,25;0,06
07/11/2018;4;11,1;943,5;4,1;1436027;8685753;2258269;8;0,35;20,5;47;80;7,5;12;31,5;1,85;0,45;0,3;1,49;1,37;0,07
08/11/2018;3,9;8,85;945,1;5,3;1497240;8978957;2358070;10;0,4;26;51;92;11;18;18;2,7;0,45;0,45;1,53;1,44;0,09
09/11/2018;6;8,9;947,1;0;987585;6105507;1562537;7;0,2;3;17;20;4;7,5;62;0,45;0,2;0,1;1,32;1,22;0,06
10/11/2018;5,4;11,4;943,8;0,45;990172;6008202;1566638;6,5;0,2;3;17;22;4;8,5;51;0,5;0,2;0,1;1,34;1,28;0,04
11/11/2018;3,6;14,15;941,6;0,6;864483;5296992;1371810;7;0,2;3;20;23;7;10;49;0,55;0,2;0,1;1,4;1,34;0,05
12/11/2018;2,4;11,75;943,9;1,65;1426731;8636623;2274101;9;0,4;21;51;83;9;14;23,5;2,05;0,35;0,4;1,49;1,39;0,08
13/11/2018;2,9;12,45;951,2;0;1481575;8931304;2331563;10;0,5;31;50;98,5;10,5;24;15;3,15;0,55;0,55;1,45;1,35;0,12
14/11/2018;2,8;12;950;0,35;1395246;8476553;2215551;10;0,45;22,5;46;77,5;13;26;17;2,55;0,4;0,45;1,44;1,33;0,1
15/11/2018;3,8;13,95;945,9;0,2;1472708;8787670;2320735;9;0,45;22;45;76;10;20;27,5;2,1;0,4;0,4;1,39;1,29;0,09
16/11/2018;3,2;13,8;946,6;1,75;1479408;8898695;2306334;9;0,4;17,5;43,5;68,5;9,5;18;18;1,65;0,35;0,35;1,37;1,3;0,08
17/11/2018;3,1;13,35;943,3;0;1136784;6945858;1784094;8;0,3;6;32;41;9;15;31;1,25;0,3;0,25;1,38;1,28;0,06
18/11/2018;4,3;10,85;935;11,55;960307;5900134;1540528;8,5;0,3;3;26;31;8;13;38;0,8;0,3;0,15;1,36;1,27;0,06
19/11/2018;3,9;10,9;931,9;1,4;1398501;8460999;2209244;8,5;0,4;8;33;46;5,5;9,5;38;1,15;0,35;0,3;1,34;1,24;0,07
20/11/2018;5,6;9,85;931;4,7;1478677;9003213;2362673;7,5;0,3;6;26;35,5;5,5;9;45;0,8;0,25;0,2;1,34;1,25;0,06
21/11/2018;4,9;9,6;939,8;1,1;1457330;8873793;2359218;8;0,35;13;39;54,5;6;11;42,5;1,4;0,3;0,2;1,44;1,32;0,07
22/11/2018;2,4;7,9;944,4;0,05;1443926;8820042;2324911;9;0,4;17,5;51;76;8,5;15;18;2,25;0,45;0,45;1,57;1,48;0,09
23/11/2018;3,8;8,4;943,2;3,25;1428050;8741784;2310831;8,5;0,3;10;38,5;54,5;7;10,5;35;1,05;0,35;0,2;1,44;1,35;0,06
24/11/2018;1,4;4,8;945,8;0;1126633;6979295;1819629;10,5;0,5;33,5;53,5;104,5;14;22;9,5;2,5;0,55;0,4;1,64;1,49;0,1
25/11/2018;5,1;10,25;939,5;6,15;967472;5955575;1560215;8;0,3;5;26;34;6;8;36;0,7;0,3;0,2;1,5;1,42;0,06
26/11/2018;8,1;8,85;943;0,5;1439690;8706252;2310148;8;0,3;8,5;30,5;41,5;4;8;52;1,1;0,3;0,25;1,36;1,24;0,07
27/11/2018;2,4;7,4;952;0;1443375;8689952;2287682;10;0,6;59,5;58;148;10;19;20;2,9;0,65;0,55;1,66;1,46;0,13
28/11/2018;1,4;5,9;953,2;0;1451572;8904259;2367709;13,5;0,75;96;69;224;24,5;37;6;6;1,15;0,9;1,71;1,54;0,17
29/11/2018;2,2;6,2;950,4;1,6;1497908;9195284;2403598;12;0,6;64,5;65,5;166,5;22,5;35;7;5,45;1;0,9;1,71;1,54;0,14
30/11/2018;2,1;7,75;949,8;1;1502761;9283659;2413454;11;0,5;37;59;117;13;20;17,5;2,3;0,55;0,45;1,67;1,53;0,12
01/12/2018;1,7;5,95;953;0;1160403;7136768;1849840;10,5;0,5;40;57;116,5;15;21;10,5;3,05;0,7;0,45;1,73;1,58;0,13
02/12/2018;1,8;5,6;953,5;0;1006757;6133129;1585615;10;0,5;29,5;48;95,5;21;27;8;2;0,7;0,35;1,76;1,62;0,11
03/12/2018;1,8;6,6;954,4;0;1437233;8633858;2286157;11;0,5;42,5;50;119;29,5;37;7,5;2,6;0,65;0,4;1,53;1,42;0,11
04/12/2018;1,7;9,2;953,9;0;1475701;9046430;2362884;15,5;0,8;129,5;65;264;21,5;34;4;8,8;1,65;1,65;1,64;1,45;0,19
05/12/2018;2,2;10,35;954,5;0;1441116;8712226;2274196;16;0,8;106;73;236,5;26;39;6;8,55;1,3;1,4;1,61;1,44;0,17
06/12/2018;1,9;9,75;956,5;0;892616;5470801;1418638;13,5;0,6;61,5;56,5;156;23,5;29,5;9;5,1;0,9;0,7;1,66;1,51;0,15
07/12/2018;3,5;6,55;956,1;0;1114382;6958725;1802781;12;0,5;46,5;49;125;18;24;10;3,95;0,7;0,55;1,77;1,62;0,11
08/12/2018;3,1;8,75;956,9;0;892247;5524434;1424832;11;0,5;40;55;119;15;20,5;17;2,95;0,65;0,55;1,83;1,64;0,12
09/12/2018;1,7;8,9;958,8;0;883699;5580486;1421364;13,5;0,8;83,5;70,5;202;30,5;37;8;4,25;1,2;0,7;1,85;1,61;0,23
10/12/2018;1,7;8;957,5;0;1446116;8774096;2267286;18;1,05;162;99,5;333,5;24;33;5,5;8,85;1,7;1,45;1,96;1,64;0,32
11/12/2018;2,2;6,7;952,1;0;1364030;8788215;2316834;14,5;0,6;80,5;69;193,5;17;28,5;7;4,95;0,9;0,7;1,86;1,66;0,17
